iso3c,country,SPI.OVRL.SCR_2016,SPI.OVRL.SCR_2017,SPI.OVRL.SCR_2018,SPI.OVRL.SCR_2019,SPI.D1.MSC_2016,SPI.D1.MSC_2017,SPI.D1.MSC_2018,SPI.D1.MSC_2019,SPI.D2.CS_2016,SPI.D2.CS_2017,SPI.D2.CS_2018,SPI.D2.CS_2019,SPI.D3.AKI_2016,SPI.D3.AKI_2017,SPI.D3.AKI_2018,SPI.D3.AKI_2019,SPI.D4.DPO_2016,SPI.D4.DPO_2017,SPI.D4.DPO_2018,SPI.D4.DPO_2019
MEX,Mexico,78.90252976190476,84.11086309523809,87.36979166666666,82.70461309523809,58.333333333333336,79.16666666666666,79.16666666666666,79.16666666666666,86.25,86.25,85,85,85.3125,85.3125,85.3125,80.9375,85.71428571428571,85.71428571428571,100,85.71428571428571
MHL,Marshall Islands,16.510416666666664,14.479166666666666,14.583333333333332,13.958333333333332,4.166666666666666,4.166666666666666,8.333333333333332,8.333333333333332,28.749999999999996,28.749999999999996,25,25,33.125,25,25,22.5,0,0,0,0
MLI,Mali,37.347470238095234,40.36830357142857,53.11755952380953,51.24255952380953,16.666666666666664,25,29.166666666666668,29.166666666666668,70,75,70,65,48.4375,47.1875,41.875,39.375,14.285714285714285,14.285714285714285,71.42857142857143,71.42857142857143
MLT,Malta,81.89732142857143,81.89732142857143,86.51041666666666,NA,75,75,79.16666666666666,NA,100,100,100,NA,66.875,66.875,66.875,NA,85.71428571428571,85.71428571428571,100,NA
MMR,Myanmar,43.86532738095239,46.235119047619044,53.63467261904761,53.00967261904761,29.166666666666668,33.33333333333333,33.33333333333333,33.33333333333333,56.25,56.25,70,70,47.1875,52.5,54.0625,51.5625,42.857142857142854,42.857142857142854,57.14285714285714,57.14285714285714
MNE,Montenegro,62.38839285714286,61.21651785714286,64.34151785714286,69.37127976190476,37.5,37.5,50,58.333333333333336,65,61.25000000000001,61.25000000000001,61.25000000000001,75.625,74.6875,74.6875,72.1875,71.42857142857143,71.42857142857143,71.42857142857143,85.71428571428571
MNG,Mongolia,65.82589285714286,68.95089285714286,70.46130952380952,76.97916666666666,50,62.5,66.66666666666666,66.66666666666666,65,65,65,65,76.875,76.875,78.75,76.25,71.42857142857143,71.42857142857143,71.42857142857143,100
MOZ,Mozambique,43.34449404761905,42.328869047619044,51.87127976190476,49.37127976190476,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,43.75,43.75,40,32.5,53.43750000000001,49.375,48.4375,45.9375,42.857142857142854,42.857142857142854,85.71428571428571,85.71428571428571
MRT,Mauritania,32.52604166666667,31.432291666666668,43.895089285714285,47.98735119047619,29.166666666666668,29.166666666666668,25,33.33333333333333,56.25,52.5,51.24999999999999,47.5,44.6875,44.0625,42.1875,39.6875,0,0,57.14285714285714,71.42857142857143
MUS,Mauritius,66.39508928571428,66.36904761904762,69.96651785714286,69.34151785714286,75,70.83333333333334,75,75,66.25,66.25,66.25,66.25,67.1875,71.25,67.1875,64.6875,57.14285714285714,57.14285714285714,71.42857142857143,71.42857142857143
MWI,Malawi,43.05431547619048,43.75744047619048,48.79092261904762,49.38988095238095,20.833333333333336,20.833333333333336,20.833333333333336,29.166666666666668,66.25,66.25,60,60,56.56250000000001,59.375,57.1875,51.24999999999999,28.57142857142857,28.57142857142857,57.14285714285714,57.14285714285714
MYS,Malaysia,59.38988095238095,60.48363095238095,72.86458333333334,70.91145833333334,54.166666666666664,54.166666666666664,58.333333333333336,58.333333333333336,53.75,57.49999999999999,66.25,66.25,72.5,73.125,66.875,59.06249999999999,57.14285714285714,57.14285714285714,100,100
NAM,Namibia,48.47470238095239,46.99032738095239,53.19568452380953,51.94568452380953,29.166666666666668,29.166666666666668,29.166666666666668,29.166666666666668,70,65,61.25000000000001,61.25000000000001,51.87500000000001,50.9375,50.9375,45.9375,42.857142857142854,42.857142857142854,71.42857142857143,71.42857142857143
NER,Niger,48.839285714285715,47.61532738095239,56.7671130952381,52.67485119047619,25,29.166666666666668,29.166666666666668,33.33333333333333,66.25,61.25000000000001,60,56.25,61.25000000000001,57.1875,52.1875,49.6875,42.857142857142854,42.857142857142854,85.71428571428571,71.42857142857143
NGA,Nigeria,55.301339285714285,52.254464285714285,54.88839285714286,52.38839285714286,37.5,37.5,37.5,37.5,56.25,45,41.25,36.25,70.3125,69.375,69.375,64.375,57.14285714285714,57.14285714285714,71.42857142857143,71.42857142857143
NIC,Nicaragua,41.09747023809524,41.2016369047619,44.04389880952381,44.77306547619047,29.166666666666668,33.33333333333333,29.166666666666668,33.33333333333333,53.75,50,53.75,58.75,67.1875,67.1875,64.6875,58.4375,14.285714285714285,14.285714285714285,28.57142857142857,28.57142857142857
NLD,Netherlands,80.79613095238093,80.79613095238093,87.93898809523809,NA,91.66666666666666,91.66666666666666,91.66666666666666,NA,100,100,100,NA,74.375,74.375,74.375,NA,57.14285714285714,57.14285714285714,85.71428571428571,NA
NOR,Norway,81.8936011904762,83.97693452380952,91.11979166666666,NA,83.33333333333334,91.66666666666666,91.66666666666666,NA,100,100,100,NA,72.8125,72.8125,72.8125,NA,71.42857142857143,71.42857142857143,100,NA
NPL,Nepal,49.386160714285715,49.59449404761905,49.43824404761905,48.57886904761905,25,20.833333333333336,20.833333333333336,20.833333333333336,70,75,75,75,59.68750000000001,59.68750000000001,59.06249999999999,55.625,42.857142857142854,42.857142857142854,42.857142857142854,42.857142857142854
NRU,Nauru,17.395833333333332,17.447916666666664,16.40625,18.25892857142857,8.333333333333332,16.666666666666664,12.5,12.5,32.5,28.749999999999996,28.749999999999996,28.749999999999996,28.749999999999996,24.375,24.375,17.5,0,0,0,14.285714285714285
NZL,New Zealand,76.61086309523809,79.26711309523809,78.95461309523809,NA,54.166666666666664,66.66666666666666,66.66666666666666,NA,100,100,100,NA,66.5625,64.6875,63.4375,NA,85.71428571428571,85.71428571428571,85.71428571428571,NA
OMN,Oman,39.594494047619044,40.167410714285715,46.73735119047619,NA,33.33333333333333,37.5,33.33333333333333,NA,32.5,32.5,32.5,NA,49.6875,47.8125,49.6875,NA,42.857142857142854,42.857142857142854,71.42857142857143,NA
PAK,Pakistan,45.94494047619047,45.05952380952381,51.391369047619044,48.31845238095239,33.33333333333333,29.166666666666668,33.33333333333333,29.166666666666668,63.74999999999999,63.74999999999999,66.25,66.25,58.12500000000001,58.75,63.125,55.00000000000001,28.57142857142857,28.57142857142857,42.857142857142854,42.857142857142854
PAN,Panama,45.714285714285715,44.776785714285715,49.85863095238095,48.895089285714285,25,25,29.166666666666668,37.5,61.25000000000001,57.49999999999999,57.49999999999999,57.49999999999999,53.75,53.75,55.625,43.4375,42.857142857142854,42.857142857142854,57.14285714285714,57.14285714285714
PER,Peru,60.58779761904761,58.71279761904761,65.53943452380953,68.0171130952381,33.33333333333333,33.33333333333333,41.66666666666667,41.66666666666667,77.5,73.75,77.5,77.5,74.375,70.625,71.5625,67.1875,57.14285714285714,57.14285714285714,71.42857142857143,85.71428571428571
PHL,Philippines,72.67485119047619,71.24255952380953,72.75297619047619,74.44940476190476,45.83333333333333,41.66666666666667,45.83333333333333,45.83333333333333,90,95,100,95,83.4375,76.875,73.75,71.25,71.42857142857143,71.42857142857143,71.42857142857143,85.71428571428571
PLW,Palau,22.65625,21.71875,22.760416666666664,26.302083333333332,25,25,29.166666666666668,45.83333333333333,32.5,28.749999999999996,28.749999999999996,28.749999999999996,33.125,33.125,33.125,30.625000000000004,0,0,0,0
PNG,Papua New Guinea,21.666666666666664,22.135416666666664,26.748511904761905,26.123511904761905,16.666666666666664,16.666666666666664,20.833333333333336,20.833333333333336,32.5,36.25,36.25,36.25,37.5,35.625,35.625,33.125,0,0,14.285714285714285,14.285714285714285
POL,Poland,75.61755952380952,76.86755952380952,82.76041666666666,78.56398809523809,91.66666666666666,91.66666666666666,91.66666666666666,91.66666666666666,65,70,65,65,74.375,74.375,74.375,71.875,71.42857142857143,71.42857142857143,100,85.71428571428571
PRT,Portugal,91.51041666666666,91.51041666666666,91.51041666666666,NA,91.66666666666666,91.66666666666666,91.66666666666666,NA,100,100,100,NA,74.375,74.375,74.375,NA,100,100,100,NA
PRY,Paraguay,46.87872023809524,46.07142857142857,58.504464285714285,59.598214285714285,41.66666666666667,37.5,37.5,50,61.25000000000001,61.25000000000001,65,61.25000000000001,70.3125,71.25,74.375,70,14.285714285714285,14.285714285714285,57.14285714285714,57.14285714285714
PSE,West Bank and Gaza,56.52495941558442,54.57183441558442,67.2950487012987,70.24147727272728,59.09090909090909,59.09090909090909,59.09090909090909,59.09090909090909,81.25,77.5,71.25,71.25,57.1875,53.125,53.125,50.625,28.57142857142857,28.57142857142857,85.71428571428571,100
QAT,Qatar,47.745535714285715,46.235119047619044,48.86904761904761,NA,37.5,33.33333333333333,33.33333333333333,NA,48.75,48.75,45,NA,61.875,60,60,NA,42.857142857142854,42.857142857142854,57.14285714285714,NA
ROU,Romania,75.59523809523809,76.84523809523809,78.72023809523809,78.19940476190476,66.66666666666666,66.66666666666666,79.16666666666666,83.33333333333334,65,70,65,61.25000000000001,85,85,85,82.5,85.71428571428571,85.71428571428571,85.71428571428571,85.71428571428571
RUS,Russian Federation,66.59970238095238,67.17261904761905,71.21279761904762,79.50148809523809,79.16666666666666,83.33333333333334,83.33333333333334,91.66666666666666,57.49999999999999,57.49999999999999,57.49999999999999,57.49999999999999,86.875,85,86.875,83.125,42.857142857142854,42.857142857142854,57.14285714285714,85.71428571428571
RWA,Rwanda,61.99776785714286,65.56547619047619,72.29166666666667,65.8296130952381,37.5,45.83333333333333,41.66666666666667,41.66666666666667,81.25,86.25,86.25,81.25,57.8125,58.75,61.25000000000001,54.6875,71.42857142857143,71.42857142857143,100,85.71428571428571
SAU,Saudi Arabia,54.52380952380953,54.52380952380953,57.7827380952381,NA,29.166666666666668,29.166666666666668,29.166666666666668,NA,70,70,66.25,NA,47.5,47.5,50,NA,71.42857142857143,71.42857142857143,85.71428571428571,NA
SDN,Sudan,27.604166666666664,26.432291666666664,36.75595238095238,30.479910714285715,16.666666666666664,16.666666666666664,16.666666666666664,12.5,52.5,52.5,52.5,35,41.25,36.5625,35,31.5625,0,0,42.857142857142854,42.857142857142854
SEN,Senegal,52.25818452380953,54.68005952380953,57.5483630952381,58.30357142857143,29.166666666666668,41.66666666666667,41.66666666666667,50,56.25,56.25,52.5,52.5,52.1875,49.375,50.31250000000001,45,71.42857142857143,71.42857142857143,85.71428571428571,85.71428571428571
SGP,Singapore,57.566964285714285,62.85714285714286,67.67857142857143,NA,62.5,62.5,62.5,NA,48.75,57.49999999999999,62.5,NA,61.875,60,60,NA,57.14285714285714,71.42857142857143,85.71428571428571,NA
SLB,Solomon Islands,27.86830357142857,25.498511904761905,31.46949404761905,33.71279761904762,25,20.833333333333336,20.833333333333336,20.833333333333336,40,36.25,32.5,32.5,32.1875,30.625000000000004,29.6875,24.375,14.285714285714285,14.285714285714285,42.857142857142854,57.14285714285714
SLE,Sierra Leone,37.47767857142857,35.889136904761905,37.295386904761905,46.36904761904762,25,20.833333333333336,20.833333333333336,20.833333333333336,48.75,48.75,52.5,52.5,61.875,59.68750000000001,61.5625,55.00000000000001,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714
SLV,El Salvador,49.72098214285714,49.17410714285714,49.14806547619048,52.38095238095238,50,50,58.333333333333336,66.66666666666666,48.75,48.75,42.5,36.25,71.5625,69.375,67.1875,63.74999999999999,28.57142857142857,28.57142857142857,28.57142857142857,42.857142857142854
SMR,San Marino,21.875,23.958333333333336,34.67261904761905,NA,50,58.333333333333336,58.333333333333336,NA,25,25,25,NA,12.5,12.5,12.5,NA,0,0,42.857142857142854,NA
SOM,Somalia,7.03125,6.09375,9.665178571428571,9.040178571428571,0,0,0,0,7.5,3.75,3.75,3.75,20.625,20.625,20.625,18.125,0,0,14.285714285714285,14.285714285714285
SRB,Serbia,77.31398809523809,78.14732142857143,79.18898809523809,77.62648809523809,66.66666666666666,75,79.16666666666666,79.16666666666666,70,65,65,61.25000000000001,86.875,86.875,86.875,84.375,85.71428571428571,85.71428571428571,85.71428571428571,85.71428571428571
SSD,South Sudan,24.561011904761905,20.989583333333336,22.03125,23.549107142857142,20.833333333333336,20.833333333333336,25,25,36.25,36.25,36.25,23.75,26.875,26.875,26.875,16.875,14.285714285714285,0,0,28.57142857142857
SUR,Suriname,39.40848214285714,38.47098214285714,43.813244047619044,39.95907738095238,50,50,45.83333333333333,41.66666666666667,47.5,43.75,48.75,43.75,31.5625,31.5625,37.8125,31.5625,28.57142857142857,28.57142857142857,42.857142857142854,42.857142857142854
SVK,Slovak Republic,84.83630952380952,86.45089285714286,90.02232142857143,NA,91.66666666666666,100,100,NA,100,100,100,NA,76.25,74.375,74.375,NA,71.42857142857143,71.42857142857143,85.71428571428571,NA
SVN,Slovenia,87.55208333333334,87.86458333333334,87.55208333333334,NA,83.33333333333334,83.33333333333334,83.33333333333334,NA,100,100,100,NA,66.875,68.125,66.875,NA,100,100,100,NA
SWE,Sweden,84.36755952380952,84.36755952380952,84.36755952380952,NA,91.66666666666666,91.66666666666666,91.66666666666666,NA,100,100,100,NA,74.375,74.375,74.375,NA,71.42857142857143,71.42857142857143,71.42857142857143,NA
SYC,Seychelles,48.370535714285715,46.07886904761905,45.141369047619044,43.813244047619044,62.5,58.333333333333336,58.333333333333336,58.333333333333336,37.5,32.5,28.749999999999996,28.749999999999996,50.625,50.625,50.625,45.3125,42.857142857142854,42.857142857142854,42.857142857142854,42.857142857142854
SYR,Syrian Arab Republic,15.286458333333334,15.15625,14.6875,14.0625,20.833333333333336,25,25,25,31.25,27.500000000000004,23.75,23.75,9.0625,8.125,10,7.5,0,0,0,0
TCD,Chad,26.197916666666664,25.651041666666664,28.597470238095234,31.309523809523807,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,45,45,45,45,43.125,40.9375,38.4375,35,0,0,14.285714285714285,28.57142857142857
TGO,Togo,43.23660714285714,43.60119047619047,47.979910714285715,51.968005952380956,25,33.33333333333333,37.5,41.66666666666667,53.75,52.5,52.5,52.5,65.625,60,59.06249999999999,56.56250000000001,28.57142857142857,28.57142857142857,42.857142857142854,57.14285714285714
THA,Thailand,74.97023809523809,75.43898809523809,75.90773809523809,75.28273809523809,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,75,78.75,78.75,78.75,72.5,70.625,72.5,70,85.71428571428571,85.71428571428571,85.71428571428571,85.71428571428571
TJK,Tajikistan,48.67931547619047,47.97619047619048,48.91369047619048,46.02306547619047,45.83333333333333,45.83333333333333,45.83333333333333,45.83333333333333,60,56.25,60,52.5,60.3125,61.25000000000001,61.25000000000001,57.1875,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857
TKM,Turkmenistan,21.019345238095234,20.550595238095234,20.081845238095234,21.54017857142857,4.166666666666666,4.166666666666666,4.166666666666666,12.5,28.749999999999996,28.749999999999996,28.749999999999996,28.749999999999996,36.875,35,33.125,30.625000000000004,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
TLS,Timor-Leste,43.72767857142857,46.46205357142857,60.74776785714286,53.582589285714285,50,50,50,50,65,75,75,65,45.625,46.5625,46.5625,42.1875,14.285714285714285,14.285714285714285,71.42857142857143,57.14285714285714
TON,Tonga,23.359375,25.911458333333332,36.625744047619044,39.57217261904762,25,33.33333333333333,33.33333333333333,33.33333333333333,32.5,36.25,36.25,36.25,35.9375,34.0625,34.0625,31.5625,0,0,42.857142857142854,57.14285714285714
TTO,Trinidad and Tobago,32.16517857142857,30.44642857142857,34.04389880952381,34.226190476190474,37.5,37.5,41.66666666666667,45.83333333333333,40,36.25,36.25,36.25,36.875,33.75,29.6875,26.25,14.285714285714285,14.285714285714285,28.57142857142857,28.57142857142857
TUN,Tunisia,51.473214285714285,49.832589285714285,59.05877976190476,51.29092261904761,25,25,33.33333333333333,33.33333333333333,61.25000000000001,56.25,56.25,56.25,62.5,60.9375,60.9375,58.4375,57.14285714285714,57.14285714285714,85.71428571428571,57.14285714285714
TUR,Turkey,69.91443452380952,72.77901785714286,79.94419642857143,77.13169642857143,79.16666666666666,87.5,100,100,62.5,67.5,67.5,58.75,66.5625,64.6875,66.5625,64.0625,71.42857142857143,71.42857142857143,85.71428571428571,85.71428571428571
TUV,Tuvalu,14.895833333333332,14.427083333333332,20.007440476190474,15.811011904761903,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332,28.749999999999996,28.749999999999996,28.749999999999996,28.749999999999996,22.5,20.625,14.374999999999998,11.875,0,0,28.57142857142857,14.285714285714285
TZA,Tanzania,51.20535714285714,50.50223214285714,57.38839285714286,57.64880952380953,50,50,37.5,41.66666666666667,72.5,72.5,68.75,72.5,53.75,50.9375,51.87500000000001,45,28.57142857142857,28.57142857142857,71.42857142857143,71.42857142857143
UGA,Uganda,56.49181547619048,56.07514880952381,63.58630952380952,62.59672619047619,58.333333333333336,54.166666666666664,54.166666666666664,58.333333333333336,73.75,73.75,68.75,65,65.3125,67.8125,60,55.625,28.57142857142857,28.57142857142857,71.42857142857143,71.42857142857143
UKR,Ukraine,61.808035714285715,63.89136904761905,62.901785714285715,67.72321428571428,75,83.33333333333334,87.5,100,52.5,52.5,48.75,45,76.875,76.875,72.5,68.75,42.857142857142854,42.857142857142854,42.857142857142854,57.14285714285714
URY,Uruguay,64.65401785714286,64.65401785714286,65.12276785714286,63.74627976190476,37.5,37.5,37.5,33.33333333333333,78.75,78.75,78.75,67.5,70.9375,70.9375,72.8125,68.4375,71.42857142857143,71.42857142857143,71.42857142857143,85.71428571428571
USA,United States,84.97023809523809,84.50148809523809,88.07291666666666,NA,79.16666666666666,79.16666666666666,79.16666666666666,NA,100,100,100,NA,75,73.125,73.125,NA,85.71428571428571,85.71428571428571,100,NA
UZB,Uzbekistan,34.43452380952381,41.15327380952381,60.885416666666664,59.322916666666664,41.66666666666667,66.66666666666666,66.66666666666666,66.66666666666666,15,15,20,16.25,52.5,54.37499999999999,56.875,54.37499999999999,28.57142857142857,28.57142857142857,100,100
VCT,St. Vincent and the Grenadines,33.311011904761905,32.26934523809524,35.60639880952381,38.55282738095238,45.83333333333333,41.66666666666667,41.66666666666667,41.66666666666667,28.749999999999996,28.749999999999996,28.749999999999996,28.749999999999996,44.375,44.375,43.4375,40.9375,14.285714285714285,14.285714285714285,28.57142857142857,42.857142857142854
VEN,"Venezuela, RB",39.620535714285715,37.901785714285715,34.933035714285715,29.933035714285715,25,25,25,25,41.25,36.25,36.25,32.5,49.375,47.5,35.625,19.375,42.857142857142854,42.857142857142854,42.857142857142854,42.857142857142854
VNM,Vietnam,59.10342261904761,60.718005952380956,59.624255952380956,58.686755952380956,33.33333333333333,41.66666666666667,41.66666666666667,41.66666666666667,87.5,87.5,81.25,81.25,58.4375,56.56250000000001,58.4375,54.6875,57.14285714285714,57.14285714285714,57.14285714285714,57.14285714285714
VUT,Vanuatu,34.92931547619048,32.71577380952381,34.72470238095238,35.01488095238095,20.833333333333336,16.666666666666664,16.666666666666664,16.666666666666664,43.75,40,36.25,30,46.5625,45.625,43.125,36.25,28.57142857142857,28.57142857142857,42.857142857142854,57.14285714285714
WSM,Samoa,45.66220238095238,45.42782738095239,47.983630952380956,42.38095238095238,41.66666666666667,41.66666666666667,41.66666666666667,41.66666666666667,43.75,43.75,43.75,40,54.37499999999999,53.43750000000001,49.375,45,42.857142857142854,42.857142857142854,57.14285714285714,42.857142857142854
XKX,Kosovo,53.214285714285715,55.245535714285715,69.53125,67.86458333333333,50,50,50,45.83333333333333,70,70,70,70,50,58.12500000000001,58.12500000000001,55.625,42.857142857142854,42.857142857142854,100,100
YEM,"Yemen, Rep.",24.453125,21.875,20.234375,17.395833333333336,25,25,25,20.833333333333336,38.75,31.25,31.25,31.25,34.0625,31.25,24.6875,17.5,0,0,0,0
ZAF,South Africa,65.27901785714286,66.21651785714286,65.27901785714286,71.796875,62.5,62.5,62.5,62.5,53.75,57.49999999999999,53.75,53.75,73.4375,73.4375,73.4375,70.9375,71.42857142857143,71.42857142857143,71.42857142857143,100
ZMB,Zambia,53.526785714285715,53.683035714285715,55.301339285714285,52.801339285714285,37.5,37.5,37.5,37.5,82.5,82.5,77.5,72.5,51.24999999999999,51.87500000000001,49.0625,44.0625,42.857142857142854,42.857142857142854,57.14285714285714,57.14285714285714
ZWE,Zimbabwe,39.192708333333336,37.63020833333333,54.624255952380956,52.12425595238095,33.33333333333333,33.33333333333333,41.66666666666667,41.66666666666667,70,65,68.75,63.74999999999999,53.43750000000001,52.1875,50.9375,45.9375,0,0,57.14285714285714,57.14285714285714
NA,Côte d'Ivoire,NA,NA,NA,NA,16.666666666666664,25,29.166666666666668,25,52.5,56.25,60,56.25,NA,NA,NA,NA,28.57142857142857,28.57142857142857,57.14285714285714,57.14285714285714
NA,"Macedonia, FYR",NA,NA,NA,NA,54.166666666666664,66.66666666666666,66.66666666666666,75,58.75,58.75,48.75,48.75,NA,NA,NA,NA,71.42857142857143,71.42857142857143,85.71428571428571,85.71428571428571
NA,São Tomé and Principe,NA,NA,NA,NA,29.166666666666668,33.33333333333333,41.66666666666667,37.5,41.25,36.25,40,40,NA,NA,NA,NA,14.285714285714285,14.285714285714285,57.14285714285714,42.857142857142854
NA,Swaziland,NA,NA,NA,NA,25,25,50,50,31.428571428571427,31.428571428571427,31.428571428571427,31.428571428571427,NA,NA,NA,NA,NA,NA,NA,NA
