iso3c,country,SPI_2016,SPI_2017,SPI_2018,SPI_2019,SPI.D1.MSC_2016,SPI.D1.MSC_2017,SPI.D1.MSC_2018,SPI.D1.MSC_2019,SPI.D2.CS_2016,SPI.D2.CS_2017,SPI.D2.CS_2018,SPI.D2.CS_2019,SPI.D3.AKI_2016,SPI.D3.AKI_2017,SPI.D3.AKI_2018,SPI.D3.AKI_2019,SPI.D4.DPO_2016,SPI.D4.DPO_2017,SPI.D4.DPO_2018,SPI.D4.DPO_2019
MAR,Morocco,59.910714285714285,62.61904761904761,61.57738095238095,NA,33.33333333333333,50,45.83333333333333,50,57.49999999999999,60,60,63.74999999999999,91.66666666666667,83.33333333333333,83.33333333333333,NA,57.14285714285714,57.14285714285714,57.14285714285714,57.14285714285714
MDA,Moldova,72.51488095238096,72.51488095238096,81.14583333333333,NA,87.5,87.5,87.5,91.66666666666666,53.75,53.75,53.75,53.75,91.66666666666667,91.66666666666667,83.33333333333333,NA,57.14285714285714,57.14285714285714,100,85.71428571428571
MDG,Madagascar,36.875,35.625,46.339285714285715,NA,29.166666666666668,29.166666666666668,29.166666666666668,25,35,30,30,42.5,83.33333333333333,83.33333333333333,83.33333333333333,NA,0,0,42.857142857142854,42.857142857142854
MDV,Maldives,40.75892857142857,39.270833333333336,47.45535714285714,NA,41.66666666666667,41.66666666666667,45.83333333333333,54.166666666666664,23.75,23.75,23.75,23.75,83.33333333333333,91.66666666666667,91.66666666666667,NA,14.285714285714285,0,28.57142857142857,42.857142857142854
MEX,Mexico,77.36607142857143,86.53273809523809,90.72916666666666,NA,58.333333333333336,79.16666666666666,79.16666666666666,79.16666666666666,73.75,81.25,83.75,88.75,91.66666666666667,100,100,NA,85.71428571428571,85.71428571428571,100,85.71428571428571
MHL,Marshall Islands,21.875,23.958333333333336,25,NA,4.166666666666666,4.166666666666666,8.333333333333332,8.333333333333332,25,25,25,25,58.333333333333336,66.66666666666667,66.66666666666667,NA,0,0,0,0
MLI,Mali,43.25892857142857,44.4047619047619,57.54464285714286,NA,16.666666666666664,25,29.166666666666668,29.166666666666668,58.75,55.00000000000001,46.25,46.25,83.33333333333333,83.33333333333333,83.33333333333333,NA,14.285714285714285,14.285714285714285,71.42857142857143,71.42857142857143
MLT,Malta,86.01190476190476,86.01190476190476,90.625,NA,75,75,79.16666666666666,NA,100,100,100,NA,83.33333333333333,83.33333333333333,83.33333333333333,NA,85.71428571428571,85.71428571428571,100,NA
MMR,Myanmar,50.089285714285715,53.214285714285715,58.660714285714285,NA,29.166666666666668,33.33333333333333,33.33333333333333,33.33333333333333,45,45,52.5,52.5,83.33333333333333,91.66666666666667,91.66666666666667,NA,42.857142857142854,42.857142857142854,57.14285714285714,57.14285714285714
MNE,Montenegro,63.58630952380953,64.52380952380953,67.64880952380953,NA,37.5,37.5,50,58.333333333333336,53.75,57.49999999999999,57.49999999999999,57.49999999999999,91.66666666666667,91.66666666666667,91.66666666666667,NA,71.42857142857143,71.42857142857143,71.42857142857143,85.71428571428571
MNG,Mongolia,65.77380952380953,68.89880952380953,69.94047619047619,NA,50,62.5,66.66666666666666,66.66666666666666,50,50,50,50,91.66666666666667,91.66666666666667,91.66666666666667,NA,71.42857142857143,71.42857142857143,71.42857142857143,100
MOZ,Mozambique,56.235119047619044,56.235119047619044,64.86607142857143,NA,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,48.75,48.75,48.75,48.75,100,100,91.66666666666667,NA,42.857142857142854,42.857142857142854,85.71428571428571,85.71428571428571
MRT,Mauritania,35.9375,35.9375,52.202380952380956,NA,29.166666666666668,29.166666666666668,25,33.33333333333333,31.25,31.25,35,40,83.33333333333333,83.33333333333333,91.66666666666667,NA,0,0,57.14285714285714,71.42857142857143
MUS,Mauritius,72.51488095238096,71.47321428571428,78.16964285714286,NA,75,70.83333333333334,75,75,66.25,66.25,66.25,70,91.66666666666667,91.66666666666667,100,NA,57.14285714285714,57.14285714285714,71.42857142857143,71.42857142857143
MWI,Malawi,47.45535714285714,44.95535714285714,53.035714285714285,NA,20.833333333333336,20.833333333333336,20.833333333333336,29.166666666666668,48.75,38.75,42.5,42.5,91.66666666666667,91.66666666666667,91.66666666666667,NA,28.57142857142857,28.57142857142857,57.14285714285714,57.14285714285714
MYS,Malaysia,63.55654761904761,68.76488095238095,81.45833333333334,NA,54.166666666666664,54.166666666666664,58.333333333333336,58.333333333333336,51.24999999999999,63.74999999999999,67.5,63.74999999999999,91.66666666666667,100,100,NA,57.14285714285714,57.14285714285714,100,100
NAM,Namibia,53.11011904761905,51.964285714285715,59.10714285714286,NA,29.166666666666668,29.166666666666668,29.166666666666668,29.166666666666668,48.75,52.5,52.5,52.5,91.66666666666667,83.33333333333333,83.33333333333333,NA,42.857142857142854,42.857142857142854,71.42857142857143,71.42857142857143
NER,Niger,51.44345238095239,51.54761904761905,60.17857142857143,NA,25,29.166666666666668,29.166666666666668,33.33333333333333,46.25,42.5,42.5,37.5,91.66666666666667,91.66666666666667,83.33333333333333,NA,42.857142857142854,42.857142857142854,85.71428571428571,71.42857142857143
NGA,Nigeria,53.660714285714285,49.598214285714285,52.23214285714286,NA,37.5,37.5,37.5,37.5,45,28.749999999999996,25,25,75,75,75,NA,57.14285714285714,57.14285714285714,71.42857142857143,71.42857142857143
NIC,Nicaragua,44.404761904761905,45.44642857142857,48.08035714285714,NA,29.166666666666668,33.33333333333333,29.166666666666668,33.33333333333333,42.5,42.5,51.24999999999999,51.24999999999999,91.66666666666667,91.66666666666667,83.33333333333333,NA,14.285714285714285,14.285714285714285,28.57142857142857,28.57142857142857
NLD,Netherlands,80.95238095238093,80.95238095238093,88.09523809523809,NA,91.66666666666666,91.66666666666666,91.66666666666666,NA,100,100,100,NA,75,75,75,NA,57.14285714285714,57.14285714285714,85.71428571428571,NA
NOR,Norway,84.52380952380953,86.60714285714286,93.75,NA,83.33333333333334,91.66666666666666,91.66666666666666,NA,100,100,100,NA,83.33333333333333,83.33333333333333,83.33333333333333,NA,71.42857142857143,71.42857142857143,100,NA
NPL,Nepal,52.172619047619044,49.56845238095238,50.50595238095239,NA,25,20.833333333333336,20.833333333333336,20.833333333333336,57.49999999999999,51.24999999999999,55.00000000000001,47.5,83.33333333333333,83.33333333333333,83.33333333333333,NA,42.857142857142854,42.857142857142854,42.857142857142854,42.857142857142854
NRU,Nauru,25.625,24.6875,23.645833333333336,NA,8.333333333333332,16.666666666666664,12.5,12.5,27.500000000000004,23.75,23.75,23.75,66.66666666666667,58.333333333333336,58.333333333333336,NA,0,0,0,14.285714285714285
NZL,New Zealand,78.72023809523809,81.84523809523809,81.84523809523809,NA,54.166666666666664,66.66666666666666,66.66666666666666,NA,100,100,100,NA,75,75,75,NA,85.71428571428571,85.71428571428571,85.71428571428571,NA
OMN,Oman,48.00595238095238,51.13095238095239,57.23214285714286,NA,33.33333333333333,37.5,33.33333333333333,NA,32.5,32.5,32.5,NA,83.33333333333333,91.66666666666667,91.66666666666667,NA,42.857142857142854,42.857142857142854,71.42857142857143,NA
PAK,Pakistan,54.53869047619047,53.49702380952381,59.672619047619044,NA,33.33333333333333,29.166666666666668,33.33333333333333,29.166666666666668,56.25,56.25,62.5,62.5,100,100,100,NA,28.57142857142857,28.57142857142857,42.857142857142854,42.857142857142854
PAN,Panama,54.25595238095239,53.31845238095239,58.86904761904761,NA,25,25,29.166666666666668,37.5,57.49999999999999,53.75,57.49999999999999,57.49999999999999,91.66666666666667,91.66666666666667,91.66666666666667,NA,42.857142857142854,42.857142857142854,57.14285714285714,57.14285714285714
PER,Peru,68.24404761904762,69.49404761904762,75.14880952380953,NA,33.33333333333333,33.33333333333333,41.66666666666667,41.66666666666667,82.5,87.5,87.5,81.25,100,100,100,NA,57.14285714285714,57.14285714285714,71.42857142857143,85.71428571428571
PHL,Philippines,74.94047619047619,74.83630952380953,77.12797619047619,NA,45.83333333333333,41.66666666666667,45.83333333333333,45.83333333333333,82.5,86.25,91.25,86.25,100,100,100,NA,71.42857142857143,71.42857142857143,71.42857142857143,85.71428571428571
PLW,Palau,35.20833333333333,36.14583333333333,32.083333333333336,NA,25,25,29.166666666666668,45.83333333333333,32.5,36.25,32.5,32.5,83.33333333333333,83.33333333333333,66.66666666666667,NA,0,0,0,0
PNG,Papua New Guinea,22.8125,23.75,28.36309523809524,NA,16.666666666666664,16.666666666666664,20.833333333333336,20.833333333333336,16.25,20,20,20,58.333333333333336,58.333333333333336,58.333333333333336,NA,0,0,14.285714285714285,14.285714285714285
POL,Poland,79.94047619047619,82.44047619047619,88.33333333333333,NA,91.66666666666666,91.66666666666666,91.66666666666666,91.66666666666666,65,75,70,73.75,91.66666666666667,91.66666666666667,91.66666666666667,NA,71.42857142857143,71.42857142857143,100,85.71428571428571
PRT,Portugal,91.66666666666666,91.66666666666666,91.66666666666666,NA,91.66666666666666,91.66666666666666,91.66666666666666,NA,100,100,100,NA,75,75,75,NA,100,100,100,NA
PRY,Paraguay,55.342261904761905,55.23809523809524,67.20238095238096,NA,41.66666666666667,37.5,37.5,50,73.75,77.5,82.5,71.25,91.66666666666667,91.66666666666667,91.66666666666667,NA,14.285714285714285,14.285714285714285,57.14285714285714,57.14285714285714
PSE,West Bank and Gaza,61.29058441558442,63.37391774891775,77.65963203463204,NA,59.09090909090909,59.09090909090909,59.09090909090909,59.09090909090909,82.5,82.5,82.5,82.5,75,83.33333333333333,83.33333333333333,NA,28.57142857142857,28.57142857142857,85.71428571428571,100
QAT,Qatar,53.110119047619044,52.06845238095238,54.70238095238095,NA,37.5,33.33333333333333,33.33333333333333,NA,48.75,48.75,45,NA,83.33333333333333,83.33333333333333,83.33333333333333,NA,42.857142857142854,42.857142857142854,57.14285714285714,NA
ROU,Romania,77.26190476190476,79.76190476190476,81.63690476190476,NA,66.66666666666666,66.66666666666666,79.16666666666666,83.33333333333334,65,75,70,70,91.66666666666667,91.66666666666667,91.66666666666667,NA,85.71428571428571,85.71428571428571,85.71428571428571,85.71428571428571
RUS,Russian Federation,67.79761904761904,68.83928571428571,72.41071428571428,NA,79.16666666666666,83.33333333333334,83.33333333333334,91.66666666666666,57.49999999999999,57.49999999999999,57.49999999999999,57.49999999999999,91.66666666666667,91.66666666666667,91.66666666666667,NA,42.857142857142854,42.857142857142854,57.14285714285714,85.71428571428571
RWA,Rwanda,68.48214285714286,71.50297619047619,77.70833333333334,NA,37.5,45.83333333333333,41.66666666666667,41.66666666666667,65,68.75,77.5,77.5,100,100,91.66666666666667,NA,71.42857142857143,71.42857142857143,100,85.71428571428571
SAU,Saudi Arabia,65.56547619047619,63.48214285714286,68.19940476190476,NA,29.166666666666668,29.166666666666668,29.166666666666668,NA,70,70,66.25,NA,91.66666666666667,83.33333333333333,91.66666666666667,NA,71.42857142857143,71.42857142857143,85.71428571428571,NA
SDN,Sudan,27.708333333333336,27.708333333333336,38.42261904761905,NA,16.666666666666664,16.666666666666664,16.666666666666664,12.5,27.500000000000004,27.500000000000004,27.500000000000004,33.75,66.66666666666667,66.66666666666667,66.66666666666667,NA,0,0,42.857142857142854,42.857142857142854
SEN,Senegal,65.56547619047619,64.10714285714286,70.69940476190476,NA,29.166666666666668,41.66666666666667,41.66666666666667,50,70,60,63.74999999999999,60,91.66666666666667,83.33333333333333,91.66666666666667,NA,71.42857142857143,71.42857142857143,85.71428571428571,85.71428571428571
SGP,Singapore,60.848214285714285,68.69047619047619,73.51190476190476,NA,62.5,62.5,62.5,NA,48.75,57.49999999999999,62.5,NA,75,83.33333333333333,83.33333333333333,NA,57.14285714285714,71.42857142857143,85.71428571428571,NA
SLB,Solomon Islands,35.75892857142857,29.30059523809524,35.50595238095238,NA,25,20.833333333333336,20.833333333333336,20.833333333333336,28.749999999999996,23.75,20,20,75,58.333333333333336,58.333333333333336,NA,14.285714285714285,14.285714285714285,42.857142857142854,57.14285714285714
SLE,Sierra Leone,39.61309523809524,36.48809523809524,34.404761904761905,NA,25,20.833333333333336,20.833333333333336,20.833333333333336,27.500000000000004,27.500000000000004,27.500000000000004,27.500000000000004,91.66666666666667,83.33333333333333,75,NA,14.285714285714285,14.285714285714285,14.285714285714285,57.14285714285714
SLV,El Salvador,54.01785714285714,54.01785714285714,54.53869047619048,NA,50,50,58.333333333333336,66.66666666666666,37.5,37.5,31.25,25,100,100,100,NA,28.57142857142857,28.57142857142857,28.57142857142857,42.857142857142854
SMR,San Marino,29.166666666666664,31.25,41.964285714285715,NA,50,58.333333333333336,58.333333333333336,NA,25,25,25,NA,41.666666666666664,41.666666666666664,41.666666666666664,NA,0,0,42.857142857142854,NA
SOM,Somalia,9.375,9.375,12.946428571428571,NA,0,0,0,0,12.5,12.5,12.5,12.5,25,25,25,NA,0,0,14.285714285714285,14.285714285714285
SRB,Serbia,73.51190476190476,77.67857142857143,79.65773809523809,NA,66.66666666666666,75,79.16666666666666,79.16666666666666,50,50,53.75,61.25000000000001,91.66666666666667,100,100,NA,85.71428571428571,85.71428571428571,85.71428571428571,85.71428571428571
SSD,South Sudan,31.38392857142857,26.875,27.916666666666668,NA,20.833333333333336,20.833333333333336,25,25,23.75,20,20,13.750000000000002,66.66666666666667,66.66666666666667,66.66666666666667,NA,14.285714285714285,0,0,28.57142857142857
SUR,Suriname,46.51785714285714,46.51785714285714,49.985119047619044,NA,50,50,45.83333333333333,41.66666666666667,32.5,32.5,36.25,30,75,75,75,NA,28.57142857142857,28.57142857142857,42.857142857142854,42.857142857142854
SVK,Slovak Republic,88.69047619047619,88.69047619047619,92.26190476190476,NA,91.66666666666666,100,100,NA,100,100,100,NA,91.66666666666667,83.33333333333333,83.33333333333333,NA,71.42857142857143,71.42857142857143,85.71428571428571,NA
SVN,Slovenia,95.83333333333334,95.83333333333334,91.66666666666667,NA,83.33333333333334,83.33333333333334,83.33333333333334,NA,100,100,100,NA,100,100,83.33333333333333,NA,100,100,100,NA
SWE,Sweden,86.60714285714286,86.60714285714286,86.60714285714286,NA,91.66666666666666,91.66666666666666,91.66666666666666,NA,100,100,100,NA,83.33333333333333,83.33333333333333,83.33333333333333,NA,71.42857142857143,71.42857142857143,71.42857142857143,NA
SYC,Seychelles,56.547619047619044,53.42261904761905,52.17261904761905,NA,62.5,58.333333333333336,58.333333333333336,58.333333333333336,37.5,37.5,32.5,28.749999999999996,83.33333333333333,75,75,NA,42.857142857142854,42.857142857142854,42.857142857142854,42.857142857142854
SYR,Syrian Arab Republic,21.041666666666668,20,20,NA,20.833333333333336,25,25,25,30,30,30,26.25,33.333333333333336,25,25,NA,0,0,0,0
TCD,Chad,26.979166666666664,26.979166666666664,30.550595238095234,NA,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.25,16.25,16.25,20,75,75,75,NA,0,0,14.285714285714285,28.57142857142857
TGO,Togo,48.39285714285714,51.72619047619047,58.214285714285715,NA,25,33.33333333333333,37.5,41.66666666666667,40,45,52.5,52.5,100,100,100,NA,28.57142857142857,28.57142857142857,42.857142857142854,57.14285714285714
THA,Thailand,79.44940476190476,79.44940476190476,81.53273809523809,NA,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,73.75,73.75,73.75,73.75,91.66666666666667,91.66666666666667,100,NA,85.71428571428571,85.71428571428571,85.71428571428571,85.71428571428571
TJK,Tajikistan,51.62202380952381,52.76785714285714,50.68452380952381,NA,45.83333333333333,45.83333333333333,45.83333333333333,45.83333333333333,48.75,45,45,41.25,83.33333333333333,91.66666666666667,83.33333333333333,NA,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857
TKM,Turkmenistan,21.175595238095234,21.175595238095234,20.029761904761905,NA,4.166666666666666,4.166666666666666,4.166666666666666,12.5,16.25,16.25,20,20,50,50,41.666666666666664,NA,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
TLS,Timor-Leste,53.36309523809524,53.36309523809524,65.56547619047619,NA,50,50,50,50,57.49999999999999,57.49999999999999,57.49999999999999,52.5,91.66666666666667,91.66666666666667,83.33333333333333,NA,14.285714285714285,14.285714285714285,71.42857142857143,57.14285714285714
TON,Tonga,29.895833333333336,30.833333333333332,41.547619047619044,NA,25,33.33333333333333,33.33333333333333,33.33333333333333,36.25,40,40,40,58.333333333333336,50,50,NA,0,0,42.857142857142854,57.14285714285714
TTO,Trinidad and Tobago,36.17559523809524,36.17559523809524,40.78869047619048,NA,37.5,37.5,41.66666666666667,45.83333333333333,26.25,26.25,26.25,26.25,66.66666666666667,66.66666666666667,66.66666666666667,NA,14.285714285714285,14.285714285714285,28.57142857142857,28.57142857142857
TUN,Tunisia,58.348214285714285,57.098214285714285,65.49107142857143,NA,25,25,33.33333333333333,33.33333333333333,51.24999999999999,46.25,51.24999999999999,51.24999999999999,100,100,91.66666666666667,NA,57.14285714285714,57.14285714285714,85.71428571428571,57.14285714285714
TUR,Turkey,74.52380952380952,76.60714285714286,83.30357142857143,NA,79.16666666666666,87.5,100,100,47.5,47.5,47.5,47.5,100,100,100,NA,71.42857142857143,71.42857142857143,85.71428571428571,85.71428571428571
TUV,Tuvalu,20.520833333333332,19.583333333333332,26.726190476190474,NA,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332,23.75,20,20,20,50,50,50,NA,0,0,28.57142857142857,14.285714285714285
TZA,Tanzania,60.68452380952381,58.49702380952381,62.44047619047619,NA,50,50,37.5,41.66666666666667,72.5,63.74999999999999,57.49999999999999,61.25000000000001,91.66666666666667,91.66666666666667,83.33333333333333,NA,28.57142857142857,28.57142857142857,71.42857142857143,71.42857142857143
UGA,Uganda,60.05952380952381,58.08035714285714,69.94047619047619,NA,58.333333333333336,54.166666666666664,54.166666666666664,58.333333333333336,70,66.25,62.5,56.25,83.33333333333333,83.33333333333333,91.66666666666667,NA,28.57142857142857,28.57142857142857,71.42857142857143,71.42857142857143
UKR,Ukraine,65.19345238095238,66.33928571428571,65.29761904761904,NA,75,83.33333333333334,87.5,100,51.24999999999999,47.5,47.5,47.5,91.66666666666667,91.66666666666667,83.33333333333333,NA,42.857142857142854,42.857142857142854,42.857142857142854,57.14285714285714
URY,Uruguay,67.85714285714286,67.85714285714286,67.85714285714286,NA,37.5,37.5,37.5,33.33333333333333,62.5,62.5,62.5,56.25,100,100,100,NA,71.42857142857143,71.42857142857143,71.42857142857143,85.71428571428571
USA,United States,84.97023809523809,84.97023809523809,90.625,NA,79.16666666666666,79.16666666666666,79.16666666666666,NA,100,100,100,NA,75,75,83.33333333333333,NA,85.71428571428571,85.71428571428571,100,NA
UZB,Uzbekistan,42.35119047619048,49.53869047619047,68.33333333333333,NA,41.66666666666667,66.66666666666666,66.66666666666666,66.66666666666666,7.5,11.249999999999998,15,20,91.66666666666667,91.66666666666667,91.66666666666667,NA,28.57142857142857,28.57142857142857,100,100
VCT,St. Vincent and the Grenadines,41.2797619047619,40.23809523809524,42.87202380952381,NA,45.83333333333333,41.66666666666667,41.66666666666667,41.66666666666667,30,30,26.25,26.25,75,75,75,NA,14.285714285714285,14.285714285714285,28.57142857142857,42.857142857142854
VEN,"Venezuela, RB",48.94345238095239,48.94345238095239,41.75595238095238,NA,25,25,25,25,36.25,36.25,32.5,26.25,91.66666666666667,91.66666666666667,66.66666666666667,NA,42.857142857142854,42.857142857142854,42.857142857142854,42.857142857142854
VNM,Vietnam,65.22321428571428,66.36904761904762,66.36904761904762,NA,33.33333333333333,41.66666666666667,41.66666666666667,41.66666666666667,78.75,75,75,75,91.66666666666667,91.66666666666667,91.66666666666667,NA,57.14285714285714,57.14285714285714,57.14285714285714,57.14285714285714
VUT,Vanuatu,43.18452380952381,40.05952380952381,36.026785714285715,NA,20.833333333333336,16.666666666666664,16.666666666666664,16.666666666666664,40,40,26.25,26.25,83.33333333333333,75,58.333333333333336,NA,28.57142857142857,28.57142857142857,42.857142857142854,57.14285714285714
WSM,Samoa,51.964285714285715,49.88095238095239,54.389880952380956,NA,41.66666666666667,41.66666666666667,41.66666666666667,41.66666666666667,40,40,43.75,43.75,83.33333333333333,75,75,NA,42.857142857142854,42.857142857142854,57.14285714285714,42.857142857142854
XKX,Kosovo,49.151785714285715,47.901785714285715,62.1875,NA,50,50,50,45.83333333333333,53.75,48.75,48.75,48.75,50,50,50,NA,42.857142857142854,42.857142857142854,100,100
YEM,"Yemen, Rep.",34.89583333333333,34.89583333333333,27.708333333333336,NA,25,25,25,20.833333333333336,31.25,31.25,27.500000000000004,27.500000000000004,83.33333333333333,83.33333333333333,58.333333333333336,NA,0,0,0,0
ZAF,South Africa,75.98214285714286,75.04464285714286,71.39880952380953,NA,62.5,62.5,62.5,62.5,70,66.25,60,66.25,100,100,91.66666666666667,NA,71.42857142857143,71.42857142857143,71.42857142857143,100
ZMB,Zambia,55.610119047619044,54.776785714285715,58.24404761904761,NA,37.5,37.5,37.5,37.5,58.75,63.74999999999999,55.00000000000001,58.75,83.33333333333333,75,83.33333333333333,NA,42.857142857142854,42.857142857142854,57.14285714285714,57.14285714285714
ZWE,Zimbabwe,47.5,45.416666666666664,60.952380952380956,NA,33.33333333333333,33.33333333333333,41.66666666666667,41.66666666666667,65,65,70,70,91.66666666666667,83.33333333333333,75,NA,0,0,57.14285714285714,57.14285714285714
NA,Côte d'Ivoire,NA,NA,NA,NA,16.666666666666664,25,29.166666666666668,25,52.5,56.25,60,56.25,NA,NA,NA,NA,28.57142857142857,28.57142857142857,57.14285714285714,57.14285714285714
NA,"Macedonia, FYR",NA,NA,NA,NA,54.166666666666664,66.66666666666666,66.66666666666666,75,51.24999999999999,51.24999999999999,45,45,NA,NA,NA,NA,71.42857142857143,71.42857142857143,85.71428571428571,85.71428571428571
NA,São Tomé and Principe,NA,NA,NA,NA,29.166666666666668,33.33333333333333,41.66666666666667,37.5,28.749999999999996,23.75,27.500000000000004,27.500000000000004,NA,NA,NA,NA,14.285714285714285,14.285714285714285,57.14285714285714,42.857142857142854
NA,Swaziland,NA,NA,NA,NA,25,25,50,50,31.428571428571427,31.428571428571427,31.428571428571427,31.428571428571427,NA,NA,NA,NA,NA,NA,NA,NA
